id,problem,answer
154,https://pubs.rsna.org/doi/10.1148/radiol.2531081659,https://pubs.rsna.org/doi/10.1148/radiol.2542081660
155,https://pubs.rsna.org/doi/10.1148/radiol.2532082061,https://pubs.rsna.org/doi/10.1148/radiol.09082062
156,https://pubs.rsna.org/doi/10.1148/radiol.2533090089,https://pubs.rsna.org/doi/10.1148/radiol.09090090
157,https://pubs.rsna.org/doi/10.1148/radiol.2541082210,https://pubs.rsna.org/doi/10.1148/radiol.10082211
158,https://pubs.rsna.org/doi/10.1148/radio1.09081541,https://pubs.rsna.org/doi/10.1148/radiol.10081543
159,https://pubs.rsna.org/doi/10.1148/radiol.09091169,https://pubs.rsna.org/doi/10.1148/radiol.10091170
160,https://pubs.rsna.org/doi/10.1148/radiol.09081906,https://pubs.rsna.org/doi/10.1148/radiol.10081907
161,https://pubs.rsna.org/doi/10.1148/radiol.10081035,https://pubs.rsna.org/doi/10.1148/radiol.10081066
162,https://pubs.rsna.org/doi/10.1148/radiol.10090047,https://pubs.rsna.org/doi/10.1148/radiol.10090048
163,https://pubs.rsna.org/doi/10.1148/radiol.10090854,https://pubs.rsna.org/doi/10.1148/radiol.10090856
164,https://pubs.rsna.org/doi/10.1148/radiol.10091018,https://pubs.rsna.org/doi/10.1148/radiol.10091019
165,https://pubs.rsna.org/doi/10.1148/radiol.10090701,https://pubs.rsna.org/doi/10.1148/radiol.10090702
166,https://pubs.rsna.org/doi/10.1148/radiol.10082168,https://pubs.rsna.org/doi/10.1148/radiol.10082169
167,https://pubs.rsna.org/doi/10.1148/radiol.10091146,https://pubs.rsna.org/doi/10.1148/radiol.10091148
168,https://pubs.rsna.org/doi/10.1148/radiol.10092143,https://pubs.rsna.org/doi/10.1148/radiol.10092219
169,https://pubs.rsna.org/doi/10.1148/radiol.10092047,https://pubs.rsna.org/doi/10.1148/radiol.10092048
170,https://pubs.rsna.org/doi/10.1148/radiol.10090785,https://pubs.rsna.org/doi/10.1148/radiol.10090786
171,https://pubs.rsna.org/doi/10.1148/radiol.10092010,https://pubs.rsna.org/doi/10.1148/radiol.11092009
172,https://pubs.rsna.org/doi/10.1148/radiol.10100183,https://pubs.rsna.org/doi/10.1148/radiol.11100185
173,https://pubs.rsna.org/doi/10.1148/radiol.11090528,https://pubs.rsna.org/doi/10.1148/radiol.11090557
174,https://pubs.rsna.org/doi/10.1148/radiol.11100008,https://pubs.rsna.org/doi/10.1148/radiol.11100117
175,https://pubs.rsna.org/doi/10.1148/radiol.11091150,https://pubs.rsna.org/doi/10.1148/radiol.11091151
176,https://pubs.rsna.org/doi/10.1148/radiol.11091984,https://pubs.rsna.org/doi/10.1148/radiol.11092052
177,https://pubs.rsna.org/doi/10.1148/radiol.11102045,https://pubs.rsna.org/doi/10.1148/radiol.11102046
178,https://pubs.rsna.org/doi/10.1148/radiol.11091972,https://pubs.rsna.org/doi/10.1148/radiol.11092104
179,https://pubs.rsna.org/doi/10.1148/radiol.11102325,https://pubs.rsna.org/doi/10.1148/radiol.11102324
180,,https://pubs.rsna.org/doi/10.1148/radiol.12092468
181,https://pubs.rsna.org/doi/10.1148/radiol.11101410,https://pubs.rsna.org/doi/10.1148/radiol.12101436
182,https://pubs.rsna.org/doi/10.1148/radiol.11103539,https://pubs.rsna.org/doi/10.1148/radiol.12103540
183,https://pubs.rsna.org/doi/10.1148/radiol.11110586,https://pubs.rsna.org/doi/10.1148/radiol.12110585
184,https://pubs.rsna.org/doi/10.1148/radiol.12110411,https://pubs.rsna.org/doi/10.1148/radiol.12110413
185,https://pubs.rsna.org/doi/10.1148/radiol.12102424,https://pubs.rsna.org/doi/10.1148/radiol.12102425
186,https://pubs.rsna.org/doi/10.1148/radiol.12092475,https://pubs.rsna.org/doi/10.1148/radiol.12100118
187,https://pubs.rsna.org/doi/10.1148/radiol.12102044,https://pubs.rsna.org/doi/10.1148/radiol.12102051
188,https://pubs.rsna.org/doi/10.1148/radiol.12111236,https://pubs.rsna.org/doi/10.1148/radiol.12111246
189,https://pubs.rsna.org/doi/10.1148/radiol.12111842,https://pubs.rsna.org/doi/10.1148/radiol.12111841
190,https://pubs.rsna.org/doi/10.1148/radiol.12110393,https://pubs.rsna.org/doi/10.1148/radiol.12110495
191,https://pubs.rsna.org/doi/10.1148/radiol.12103507,https://pubs.rsna.org/doi/10.1148/radiol.12110071
192,https://pubs.rsna.org/doi/10.1148/radiol.12111735,https://pubs.rsna.org/doi/10.1148/radiol.13111801
193,https://pubs.rsna.org/doi/10.1148/radiol.12111135,https://pubs.rsna.org/doi/10.1148/radiol.13111136
194,https://pubs.rsna.org/doi/10.1148/radiol.12120307,https://pubs.rsna.org/doi/10.1148/radiol.13120309
195,https://pubs.rsna.org/doi/10.1148/radiol.12120434,https://pubs.rsna.org/doi/10.1148/radiol.13120510
196,https://pubs.rsna.org/doi/10.1148/radiol.13134042,https://pubs.rsna.org/doi/10.1148/radiol.13121380
197,https://pubs.rsna.org/doi/10.1148/radiol.13120842,https://pubs.rsna.org/doi/10.1148/radiol.13120843
198,https://pubs.rsna.org/doi/10.1148/radiol.13121178,https://pubs.rsna.org/doi/10.1148/radiol.13121315
199,https://pubs.rsna.org/doi/10.1148/radiol.13121096,https://pubs.rsna.org/doi/10.1148/radiol.13121187
200,https://pubs.rsna.org/doi/10.1148/radiol.13120809,https://pubs.rsna.org/doi/10.1148/radiol.13120927
201,https://pubs.rsna.org/doi/10.1148/radiol.13120918,https://pubs.rsna.org/doi/10.1148/radiol.13120919
202,https://pubs.rsna.org/doi/10.1148/radiol.13110153,https://pubs.rsna.org/doi/10.1148/radiol.13110419
203,https://pubs.rsna.org/doi/10.1148/radiol.13112687,https://pubs.rsna.org/doi/10.1148/radiol.13112688
204,https://pubs.rsna.org/doi/10.1148/radiol.13120839,https://pubs.rsna.org/doi/10.1148/radiol.14120840
205,https://pubs.rsna.org/doi/10.1148/radiol.13120635,https://pubs.rsna.org/doi/10.1148/radiol.14120636
206,https://pubs.rsna.org/doi/10.1148/radiol.13110857,https://pubs.rsna.org/doi/10.1148/radiol.14110856
207,https://pubs.rsna.org/doi/10.1148/radiol.13112741,https://pubs.rsna.org/doi/10.1148/radiol.14120419
208,https://pubs.rsna.org/doi/10.1148/radiol.14121644,https://pubs.rsna.org/doi/10.1148/radiol.14121842
209,https://pubs.rsna.org/doi/10.1148/radiol.14112330,https://pubs.rsna.org/doi/10.1148/radiol.14112328
210,https://pubs.rsna.org/doi/10.1148/radiol.14121806,https://pubs.rsna.org/doi/10.1148/radiol.14121326
211,https://pubs.rsna.org/doi/10.1148/radiol.14130948,https://pubs.rsna.org/doi/10.1148/radiol.14130949
212,https://pubs.rsna.org/doi/10.1148/radiol.14131354,https://pubs.rsna.org/doi/10.1148/radiol.14131355
213,https://pubs.rsna.org/doi/10.1148/radiol.14110885,https://pubs.rsna.org/doi/10.1148/radiol.14110919
214,https://pubs.rsna.org/doi/10.1148/radiol.14132277,https://pubs.rsna.org/doi/10.1148/radiol.14132405
215,https://pubs.rsna.org/doi/10.1148/radiol.12122693,https://pubs.rsna.org/doi/10.1148/radiol.14122800
216,https://pubs.rsna.org/doi/10.1148/radiol.14122158,https://pubs.rsna.org/doi/10.1148/radiol.15122159
217,https://pubs.rsna.org/doi/10.1148/radiol.14131965,https://pubs.rsna.org/doi/10.1148/radiol.15132130
218,https://pubs.rsna.org/doi/10.1148/radiol.14122723,https://pubs.rsna.org/doi/10.1148/radiol.2015122724
219,https://pubs.rsna.org/doi/10.1148/radiol.14131223,https://pubs.rsna.org/doi/10.1148/radiol.2015131224
220,https://pubs.rsna.org/doi/10.1148/radiol.15131128,https://pubs.rsna.org/doi/10.1148/radiol.2015131288
221,https://pubs.rsna.org/doi/10.1148/radiol.2015132797,https://pubs.rsna.org/doi/10.1148/radiol.2015132798
222,https://pubs.rsna.org/doi/10.1148/radiol.2015131417,https://pubs.rsna.org/doi/10.1148/radiol.2015131662
223,https://pubs.rsna.org/doi/10.1148/radiol.2015140144,https://pubs.rsna.org/doi/10.1148/radiol.2015140145
224,https://pubs.rsna.org/doi/10.1148/radiol.2015131672,https://pubs.rsna.org/doi/10.1148/radiol.2015131751
225,https://pubs.rsna.org/doi/10.1148/radiol.2015130252,https://pubs.rsna.org/doi/10.1148/radiol.2015130251
226,https://pubs.rsna.org/doi/10.1148/radiol.2014140822,https://pubs.rsna.org/doi/10.1148/radiol.2015140889
227,https://pubs.rsna.org/doi/10.1148/radiol.2015141474,https://pubs.rsna.org/doi/10.1148/radiol.2016141475
228,https://pubs.rsna.org/doi/10.1148/radiol.2015132279,https://pubs.rsna.org/doi/10.1148/radiol.2016132280
229,https://pubs.rsna.org/doi/10.1148/radiol.2015140300,https://pubs.rsna.org/doi/10.1148/radiol.2016140303
230,https://pubs.rsna.org/doi/10.1148/radiol.2015141804,https://pubs.rsna.org/doi/10.1148/radiol.16141805
231,https://pubs.rsna.org/doi/10.1148/radiol.2016140458,https://pubs.rsna.org/doi/10.1148/radiol.2016140459
232,https://pubs.rsna.org/doi/10.1148/radiol.2016142867,https://pubs.rsna.org/doi/10.1148/radiol.2016142978
233,https://pubs.rsna.org/doi/10.1148/radiol.2016142651,https://pubs.rsna.org/doi/10.1148/radiol.2016142652
234,https://pubs.rsna.org/doi/10.1148/radiol.2016132793,https://pubs.rsna.org/doi/10.1148/radiol.2016132898
235,https://pubs.rsna.org/doi/10.1148/radiol.2016150247,https://pubs.rsna.org/doi/10.1148/radiol.2016150420
236,https://pubs.rsna.org/doi/10.1148/radiol.2016150502,https://pubs.rsna.org/doi/10.1148/radiol.2016150503
237,https://pubs.rsna.org/doi/10.1148/radiol.2016140816,https://pubs.rsna.org/doi/10.1148/radiol.2016140817
238,https://pubs.rsna.org/doi/10.1148/radiol.2016150223,https://pubs.rsna.org/doi/10.1148/radiol.2016150224
239,https://pubs.rsna.org/doi/10.1148/radiol.2016150706,https://pubs.rsna.org/doi/10.1148/radiol.2016150707
240,https://pubs.rsna.org/doi/10.1148/radiol.2016150884,https://pubs.rsna.org/doi/10.1148/radiol.2017150885
241,https://pubs.rsna.org/doi/10.1148/radiol.2016151718,https://pubs.rsna.org/doi/10.1148/radiol.2017151717
242,https://pubs.rsna.org/doi/10.1148/radiol.2016150455,https://pubs.rsna.org/doi/10.1148/radiol.2017150456
243,https://pubs.rsna.org/doi/10.1148/radiol.2016150148,https://pubs.rsna.org/doi/10.1148/radiol.2017142993
244,https://pubs.rsna.org/doi/10.1148/radiol.2017151157,https://pubs.rsna.org/doi/10.1148/radiol.2017151156
245,https://pubs.rsna.org/doi/10.1148/radiol.2017141150,https://pubs.rsna.org/doi/10.1148/radiol.2017141151
246,https://pubs.rsna.org/doi/10.1148/radiol.2017132068,https://pubs.rsna.org/doi/10.1148/radiol.2017132069
247,https://pubs.rsna.org/doi/10.1148/radiol.2017152588,https://pubs.rsna.org/doi/10.1148/radiol.2017152673
248,https://pubs.rsna.org/doi/10.1148/radiol.2017150346,https://pubs.rsna.org/doi/10.1148/radiol.2017150839
249,https://pubs.rsna.org/doi/10.1148/radiol.2017152806,https://pubs.rsna.org/doi/10.1148/radiol.2017152807
250,https://pubs.rsna.org/doi/10.1148/radiol.2017151645,https://pubs.rsna.org/doi/10.1148/radiol.2017151748
251,https://pubs.rsna.org/doi/10.1148/radiol.2017152593,https://pubs.rsna.org/doi/10.1148/radiol.2018152594
252,https://pubs.rsna.org/doi/10.1148/radiol.2017161833,https://pubs.rsna.org/doi/10.1148/radiol.2018161834
253,https://pubs.rsna.org/doi/10.1148/radiol.2017152908,https://pubs.rsna.org/doi/10.1148/radiol.2018160106
254,https://pubs.rsna.org/doi/10.1148/radiol.2017160232,https://pubs.rsna.org/doi/10.1148/radiol.2018160233
255,https://pubs.rsna.org/doi/10.1148/radiol.2018160563,https://pubs.rsna.org/doi/10.1148/radiol.2018160344
256,https://pubs.rsna.org/doi/10.1148/radiol.2018160439,https://pubs.rsna.org/doi/10.1148/radiol.2018160440
257,https://pubs.rsna.org/doi/10.1148/radiol.2018160819,https://pubs.rsna.org/doi/10.1148/radiol.2018160821
258,https://pubs.rsna.org/doi/10.1148/radiol.2018161176,https://pubs.rsna.org/doi/10.1148/radiol.2018161272
259,https://pubs.rsna.org/doi/10.1148/radiol.2018161474,https://pubs.rsna.org/doi/10.1148/radiol.2018161475
260,https://pubs.rsna.org/doi/10.1148/radiol.2018161559,https://pubs.rsna.org/doi/10.1148/radiol.2018161689
261,https://pubs.rsna.org/doi/10.1148/radiol.2018161760,https://pubs.rsna.org/doi/10.1148/radiol.2018161761
262,https://pubs.rsna.org/doi/10.1148/radiol.2018161773,https://pubs.rsna.org/doi/10.1148/radiol.2019161902
263,https://pubs.rsna.org/doi/10.1148/radiol.2018162112,https://pubs.rsna.org/doi/10.1148/radiol.2019162113
264,https://pubs.rsna.org/doi/10.1148/radiol.2018162093,https://pubs.rsna.org/doi/10.1148/radiol.2019162264
265,https://pubs.rsna.org/doi/10.1148/radiol.2018162374,https://pubs.rsna.org/doi/10.1148/radiol.2019162375
266,https://pubs.rsna.org/doi/10.1148/radiol.2019162303,https://pubs.rsna.org/doi/10.1148/radiol.2018162304
267,https://pubs.rsna.org/doi/10.1148/radiol.2019162780,https://pubs.rsna.org/doi/10.1148/radiol.2019162781
268,https://pubs.rsna.org/doi/10.1148/radiol.2019170367,https://pubs.rsna.org/doi/10.1148/radiol.2019170489
269,https://pubs.rsna.org/doi/10.1148/radiol.2019170905,https://pubs.rsna.org/doi/10.1148/radiol.2019170907
270,https://pubs.rsna.org/doi/10.1148/radiol.2019170821,https://pubs.rsna.org/doi/10.1148/radiol.2019170822
271,https://pubs.rsna.org/doi/10.1148/radiol.2019170925,https://pubs.rsna.org/doi/10.1148/radiol.2019171079
272,https://pubs.rsna.org/doi/10.1148/radiol.2019171254,https://pubs.rsna.org/doi/10.1148/radiol.2019171255
273,https://pubs.rsna.org/doi/10.1148/radiol.2017171374,https://pubs.rsna.org/doi/10.1148/radiol.2019171373
274,https://pubs.rsna.org/doi/10.1148/radiol.2019171769,https://pubs.rsna.org/doi/10.1148/radiol.2019171881
275,https://pubs.rsna.org/doi/10.1148/radiol.2019180133,https://pubs.rsna.org/doi/10.1148/radiol.2019180104
276,https://pubs.rsna.org/doi/10.1148/radiol.2019180472,https://pubs.rsna.org/doi/10.1148/radiol.2020180473
277,https://pubs.rsna.org/doi/10.1148/radiol.2019180650,https://pubs.rsna.org/doi/10.1148/radiol.2020180651
278,https://pubs.rsna.org/doi/10.1148/radiol.2019181239,https://pubs.rsna.org/doi/10.1148/radiol.2020181238
279,https://pubs.rsna.org/doi/10.1148/radiol.2019181548,https://pubs.rsna.org/doi/10.1148/radiol.2020181547
280,https://pubs.rsna.org/doi/10.1148/radiol.2020182236,https://pubs.rsna.org/doi/10.1148/radiol.2020182237
281,https://pubs.rsna.org/doi/10.1148/radiol.2020182474,https://pubs.rsna.org/doi/10.1148/radiol.2020182477
282,https://pubs.rsna.org/doi/10.1148/radiol.2020190435,https://pubs.rsna.org/doi/10.1148/radiol.2020190436
283,https://pubs.rsna.org/doi/10.1148/radiol.2020190500,https://pubs.rsna.org/doi/10.1148/radiol.2020190501
284,https://pubs.rsna.org/doi/10.1148/radiol.2020190728,https://pubs.rsna.org/doi/10.1148/radiol.2020190726
285,https://pubs.rsna.org/doi/10.1148/radiol.2020191331,https://pubs.rsna.org/doi/10.1148/radiol.2020191329
286,https://pubs.rsna.org/doi/10.1148/radiol.2020191246,https://pubs.rsna.org/doi/10.1148/radiol.2021191247
287,https://pubs.rsna.org/doi/10.1148/radiol.2020192177,https://pubs.rsna.org/doi/10.1148/radiol.2020192178
288,https://pubs.rsna.org/doi/10.1148/radiol.2020192473,https://pubs.rsna.org/doi/10.1148/radiol.2021192475
289,https://pubs.rsna.org/doi/10.1148/radiol.2020192802,https://pubs.rsna.org/doi/10.1148/radiol.2021192803
290,https://pubs.rsna.org/doi/10.1148/radiol.2021192862,https://pubs.rsna.org/doi/10.1148/radiol.2021192863
291,https://pubs.rsna.org/doi/10.1148/radiol.2021200027,https://pubs.rsna.org/doi/10.1148/radiol.2021200026
292,https://pubs.rsna.org/doi/10.1148/radiol.2021201712,https://pubs.rsna.org/doi/10.1148/radiol.2021201715
293,https://pubs.rsna.org/doi/10.1148/radiol.2021203048,https://pubs.rsna.org/doi/10.1148/radiol.2021203053
294,https://pubs.rsna.org/doi/10.1148/radiol.2021203170,https://pubs.rsna.org/doi/10.1148/radiol.2021203174
295,https://pubs.rsna.org/doi/10.1148/radiol.2021202311,https://pubs.rsna.org/doi/10.1148/radiol.2021202310
296,https://pubs.rsna.org/doi/10.1148/radiol.2021201790,https://pubs.rsna.org/doi/10.1148/radiol.2021201802
297,https://pubs.rsna.org/doi/10.1148/radiol.2021202948,https://pubs.rsna.org/doi/10.1148/radiol.202949
298,https://pubs.rsna.org/doi/10.1148/radiol.2021203740,https://pubs.rsna.org/doi/10.1148/radiol.203739
299,https://pubs.rsna.org/doi/10.1148/radiol.2021203442,https://pubs.rsna.org/doi/10.1148/radiol.203443
300,https://pubs.rsna.org/doi/10.1148/radiol.2021203779,https://pubs.rsna.org/doi/10.1148/radiol.203780
301,https://pubs.rsna.org/doi/10.1148/radiol.204313,https://pubs.rsna.org/doi/10.1148/radiol.204314
302,https://pubs.rsna.org/doi/10.1148/radiol.204422,https://pubs.rsna.org/doi/10.1148/radiol.204423
303,https://pubs.rsna.org/doi/10.1148/radiol.203755,https://pubs.rsna.org/doi/10.1148/radiol.203756
304,https://pubs.rsna.org/doi/10.1148/radiol.204598,https://pubs.rsna.org/doi/10.1148/radiol.204599
305,https://pubs.rsna.org/doi/10.1148/radiol.210452,https://pubs.rsna.org/doi/10.1148/radiol.210453
306,https://pubs.rsna.org/doi/10.1148/radiol.210538,https://pubs.rsna.org/doi/10.1148/radiol.210539
307,https://pubs.rsna.org/doi/10.1148/radiol.210250,https://pubs.rsna.org/doi/10.1148/radiol.210251
308,https://pubs.rsna.org/doi/10.1148/radiol.211118,https://pubs.rsna.org/doi/10.1148/radiol.211119
309,https://pubs.rsna.org/doi/10.1148/radiol.211953,https://pubs.rsna.org/doi/10.1148/radiol.211954
310,https://pubs.rsna.org/doi/10.1148/radiol.212606,https://pubs.rsna.org/doi/10.1148/radiol.212607
311,https://pubs.rsna.org/doi/10.1148/radiol.213228,https://pubs.rsna.org/doi/10.1148/radiol.213229
312,https://pubs.rsna.org/doi/10.1148/radiol.213042,https://pubs.rsna.org/doi/10.1148/radiol.213044
313,https://pubs.rsna.org/doi/10.1148/radiol.221927,https://pubs.rsna.org/doi/10.1148/radiol.221929
314,https://pubs.rsna.org/doi/10.1148/radiol.220111,
315,https://pubs.rsna.org/doi/10.1148/radiol.220880,https://pubs.rsna.org/doi/10.1148/radiol.220881
316,https://pubs.rsna.org/doi/10.1148/radiol.220629,
317,https://pubs.rsna.org/doi/10.1148/radiol.220788,
318,,
319,https://pubs.rsna.org/doi/10.1148/radiol.222048,
